season,round,circuit,driver,constructor,grid,position,status
2016,18,americas,bottas,williams,8,16,+1 Lap
2016,18,americas,wehrlein,manor,20,17,+1 Lap
2016,18,americas,ocon,manor,22,18,+2 Laps
2016,18,americas,raikkonen,ferrari,5,19,Wheel
2016,18,americas,max_verstappen,red_bull,4,20,Gearbox
2016,18,americas,gutierrez,haas,14,21,Brakes
2016,18,americas,hulkenberg,force_india,7,22,Collision
2016,19,rodriguez,hamilton,mercedes,1,1,Finished
2016,19,rodriguez,rosberg,mercedes,2,2,Finished
2016,19,rodriguez,ricciardo,red_bull,4,3,Finished
2016,19,rodriguez,max_verstappen,red_bull,3,4,Finished
2016,19,rodriguez,vettel,ferrari,7,5,Finished
2016,19,rodriguez,raikkonen,ferrari,6,6,Finished
2016,19,rodriguez,hulkenberg,force_india,5,7,Finished
2016,19,rodriguez,bottas,williams,8,8,Finished
2016,19,rodriguez,massa,williams,9,9,Finished
2016,19,rodriguez,perez,force_india,12,10,Finished
2016,19,rodriguez,ericsson,sauber,15,11,+1 Lap
2016,19,rodriguez,button,mclaren,13,12,+1 Lap
2016,19,rodriguez,alonso,mclaren,11,13,+1 Lap
2016,19,rodriguez,jolyon_palmer,renault,21,14,+1 Lap
2016,19,rodriguez,nasr,sauber,19,15,+1 Lap
2016,19,rodriguez,sainz,toro_rosso,10,16,+1 Lap
2016,19,rodriguez,kevin_magnussen,renault,14,17,+1 Lap
2016,19,rodriguez,kvyat,toro_rosso,18,18,+1 Lap
2016,19,rodriguez,gutierrez,haas,17,19,+1 Lap
2016,19,rodriguez,grosjean,haas,22,20,+1 Lap
2016,19,rodriguez,ocon,manor,20,21,+2 Laps
2016,19,rodriguez,wehrlein,manor,16,22,Collision
2016,20,interlagos,hamilton,mercedes,1,1,Finished
2016,20,interlagos,rosberg,mercedes,2,2,Finished
2016,20,interlagos,max_verstappen,red_bull,4,3,Finished
2016,20,interlagos,perez,force_india,9,4,Finished
2016,20,interlagos,vettel,ferrari,5,5,Finished
2016,20,interlagos,sainz,toro_rosso,15,6,Finished
2016,20,interlagos,hulkenberg,force_india,8,7,Finished
2016,20,interlagos,ricciardo,red_bull,6,8,Finished
2016,20,interlagos,nasr,sauber,21,9,Finished
2016,20,interlagos,alonso,mclaren,10,10,Finished
2016,20,interlagos,bottas,williams,11,11,Finished
2016,20,interlagos,ocon,manor,22,12,Finished
2016,20,interlagos,kvyat,toro_rosso,14,13,Finished
2016,20,interlagos,kevin_magnussen,renault,18,14,Finished
2016,20,interlagos,wehrlein,manor,19,15,Finished
2016,20,interlagos,button,mclaren,17,16,Finished
2016,20,interlagos,gutierrez,haas,12,17,Retired
2016,20,interlagos,massa,williams,13,18,Collision
2016,20,interlagos,jolyon_palmer,renault,16,19,Collision damage
2016,20,interlagos,raikkonen,ferrari,3,20,Collision
2016,20,interlagos,ericsson,sauber,20,21,Collision
2016,20,interlagos,grosjean,haas,7,22,Withdrew
2016,21,yas_marina,hamilton,mercedes,1,1,Finished
2016,21,yas_marina,rosberg,mercedes,2,2,Finished
2016,21,yas_marina,vettel,ferrari,5,3,Finished
2016,21,yas_marina,max_verstappen,red_bull,6,4,Finished
2016,21,yas_marina,ricciardo,red_bull,3,5,Finished
2016,21,yas_marina,raikkonen,ferrari,4,6,Finished
2016,21,yas_marina,hulkenberg,force_india,7,7,Finished
2016,21,yas_marina,perez,force_india,8,8,Finished
2016,21,yas_marina,massa,williams,10,9,Finished
2016,21,yas_marina,alonso,mclaren,9,10,Finished
2016,21,yas_marina,grosjean,haas,14,11,Finished
2016,21,yas_marina,gutierrez,haas,13,12,Finished
2016,21,yas_marina,ocon,manor,20,13,+1 Lap
2016,21,yas_marina,wehrlein,manor,16,14,+1 Lap
2016,21,yas_marina,ericsson,sauber,22,15,+1 Lap
2016,21,yas_marina,nasr,sauber,19,16,+1 Lap
2016,21,yas_marina,jolyon_palmer,renault,15,17,+1 Lap
2016,21,yas_marina,sainz,toro_rosso,21,18,Collision damage
2016,21,yas_marina,kvyat,toro_rosso,17,19,Gearbox
2016,21,yas_marina,button,mclaren,12,20,Suspension
2016,21,yas_marina,bottas,williams,11,21,Suspension
2016,21,yas_marina,kevin_magnussen,renault,18,22,Suspension
2017,1,albert_park,vettel,ferrari,2,1,Finished
2017,1,albert_park,hamilton,mercedes,1,2,Finished
2017,1,albert_park,bottas,mercedes,3,3,Finished
2017,1,albert_park,raikkonen,ferrari,4,4,Finished
2017,1,albert_park,max_verstappen,red_bull,5,5,Finished
2017,1,albert_park,massa,williams,7,6,Finished
2017,1,albert_park,perez,force_india,10,7,+1 Lap
2017,1,albert_park,sainz,toro_rosso,8,8,+1 Lap
2017,1,albert_park,kvyat,toro_rosso,9,9,+1 Lap
2017,1,albert_park,ocon,force_india,13,10,+1 Lap
2017,1,albert_park,hulkenberg,renault,11,11,+1 Lap
2017,1,albert_park,giovinazzi,sauber,16,12,+2 Laps
2017,1,albert_park,vandoorne,mclaren,18,13,+2 Laps
2017,1,albert_park,alonso,mclaren,12,14,Vibrations
2017,1,albert_park,kevin_magnussen,haas,17,15,Suspension
2017,1,albert_park,stroll,williams,20,16,Brakes
2017,1,albert_park,ricciardo,red_bull,0,17,Power Unit
2017,1,albert_park,ericsson,sauber,14,18,Hydraulics
2017,1,albert_park,jolyon_palmer,renault,19,19,Brakes
2017,1,albert_park,grosjean,haas,6,20,Water leak
2017,2,shanghai,hamilton,mercedes,1,1,Finished
2017,2,shanghai,vettel,ferrari,2,2,Finished
2017,2,shanghai,max_verstappen,red_bull,16,3,Finished
2017,2,shanghai,ricciardo,red_bull,5,4,Finished
2017,2,shanghai,raikkonen,ferrari,4,5,Finished
2017,2,shanghai,bottas,mercedes,3,6,Finished
2017,2,shanghai,sainz,toro_rosso,11,7,Finished
2017,2,shanghai,kevin_magnussen,haas,12,8,+1 Lap
2017,2,shanghai,perez,force_india,8,9,+1 Lap
2017,2,shanghai,ocon,force_india,17,10,+1 Lap
2017,2,shanghai,grosjean,haas,19,11,+1 Lap
2017,2,shanghai,hulkenberg,renault,7,12,+1 Lap
2017,2,shanghai,jolyon_palmer,renault,20,13,+1 Lap
2017,2,shanghai,massa,williams,6,14,+1 Lap
2017,2,shanghai,ericsson,sauber,14,15,+1 Lap
2017,2,shanghai,alonso,mclaren,13,16,Driveshaft
2017,2,shanghai,kvyat,toro_rosso,9,17,Hydraulics
2017,2,shanghai,vandoorne,mclaren,15,18,Fuel pressure
2017,2,shanghai,giovinazzi,sauber,18,19,Accident
2017,2,shanghai,stroll,williams,10,20,Collision
2017,3,bahrain,vettel,ferrari,3,1,Finished
2017,3,bahrain,hamilton,mercedes,2,2,Finished
2017,3,bahrain,bottas,mercedes,1,3,Finished
2017,3,bahrain,raikkonen,ferrari,5,4,Finished
2017,3,bahrain,ricciardo,red_bull,4,5,Finished
2017,3,bahrain,massa,williams,8,6,Finished
2017,3,bahrain,perez,force_india,18,7,Finished
2017,3,bahrain,grosjean,haas,9,8,Finished
2017,3,bahrain,hulkenberg,renault,7,9,Finished
2017,3,bahrain,ocon,force_india,14,10,Finished
2017,3,bahrain,wehrlein,sauber,13,11,+1 Lap
2017,3,bahrain,kvyat,toro_rosso,11,12,+1 Lap
2017,3,bahrain,jolyon_palmer,renault,10,13,+1 Lap
2017,3,bahrain,alonso,mclaren,15,14,Power Unit
2017,3,bahrain,ericsson,sauber,19,15,Gearbox
2017,3,bahrain,sainz,toro_rosso,16,16,Collision
2017,3,bahrain,stroll,williams,12,17,Collision
2017,3,bahrain,max_verstappen,red_bull,6,18,Brakes
2017,3,bahrain,kevin_magnussen,haas,20,19,Electrical
2017,3,bahrain,vandoorne,mclaren,17,20,Power Unit
2017,4,sochi,bottas,mercedes,3,1,Finished
2017,4,sochi,vettel,ferrari,1,2,Finished
2017,4,sochi,raikkonen,ferrari,2,3,Finished
2017,4,sochi,hamilton,mercedes,4,4,Finished
2017,4,sochi,max_verstappen,red_bull,7,5,Finished
2017,4,sochi,perez,force_india,9,6,Finished
2017,4,sochi,ocon,force_india,10,7,Finished
2017,4,sochi,hulkenberg,renault,8,8,Finished
2017,4,sochi,massa,williams,6,9,+1 Lap
2017,4,sochi,sainz,toro_rosso,14,10,+1 Lap
2017,4,sochi,stroll,williams,11,11,+1 Lap
2017,4,sochi,kvyat,toro_rosso,12,12,+1 Lap
2017,4,sochi,kevin_magnussen,haas,13,13,+1 Lap
2017,4,sochi,vandoorne,mclaren,20,14,+1 Lap
2017,4,sochi,ericsson,sauber,18,15,+1 Lap
2017,4,sochi,wehrlein,sauber,17,16,+2 Laps
2017,4,sochi,ricciardo,red_bull,5,17,Brakes
2017,4,sochi,jolyon_palmer,renault,16,18,Collision
2017,4,sochi,grosjean,haas,19,19,Collision
2017,4,sochi,alonso,mclaren,15,20,Power Unit
2017,5,catalunya,hamilton,mercedes,1,1,Finished
2017,5,catalunya,vettel,ferrari,2,2,Finished
2017,5,catalunya,ricciardo,red_bull,6,3,Finished
2017,5,catalunya,perez,force_india,8,4,+1 Lap
2017,5,catalunya,ocon,force_india,10,5,+1 Lap
2017,5,catalunya,hulkenberg,renault,13,6,+1 Lap
2017,5,catalunya,sainz,toro_rosso,12,7,+1 Lap
2017,5,catalunya,wehrlein,sauber,15,8,+1 Lap
2017,5,catalunya,kvyat,toro_rosso,19,9,+1 Lap
2017,5,catalunya,grosjean,haas,14,10,+1 Lap
2017,5,catalunya,ericsson,sauber,16,11,+2 Laps
2017,5,catalunya,alonso,mclaren,7,12,+2 Laps
2017,5,catalunya,massa,williams,9,13,+2 Laps
2017,5,catalunya,kevin_magnussen,haas,11,14,+2 Laps
2017,5,catalunya,jolyon_palmer,renault,17,15,+2 Laps
2017,5,catalunya,stroll,williams,18,16,+2 Laps
2017,5,catalunya,bottas,mercedes,3,17,Power Unit
2017,5,catalunya,vandoorne,mclaren,20,18,Collision
2017,5,catalunya,max_verstappen,red_bull,5,19,Collision damage
2017,5,catalunya,raikkonen,ferrari,4,20,Collision damage
2017,6,monaco,vettel,ferrari,2,1,Finished
2017,6,monaco,raikkonen,ferrari,1,2,Finished
2017,6,monaco,ricciardo,red_bull,5,3,Finished
2017,6,monaco,bottas,mercedes,3,4,Finished
2017,6,monaco,max_verstappen,red_bull,4,5,Finished
2017,6,monaco,sainz,toro_rosso,6,6,Finished
2017,6,monaco,hamilton,mercedes,13,7,Finished
2017,6,monaco,grosjean,haas,8,8,Finished
2017,6,monaco,massa,williams,14,9,Finished
2017,6,monaco,kevin_magnussen,haas,11,10,Finished
2017,6,monaco,jolyon_palmer,renault,16,11,Finished
2017,6,monaco,ocon,force_india,15,12,Finished
2017,6,monaco,perez,force_india,7,13,Finished
2017,6,monaco,kvyat,toro_rosso,9,14,Collision damage
2017,6,monaco,stroll,williams,17,15,Brakes
2017,6,monaco,vandoorne,mclaren,12,16,Accident
2017,6,monaco,ericsson,sauber,19,17,Accident
2017,6,monaco,button,mclaren,20,18,Collision damage
2017,6,monaco,wehrlein,sauber,18,19,Collision
2017,6,monaco,hulkenberg,renault,10,20,Gearbox
2017,7,villeneuve,hamilton,mercedes,1,1,Finished
2017,7,villeneuve,bottas,mercedes,3,2,Finished
2017,7,villeneuve,ricciardo,red_bull,6,3,Finished
2017,7,villeneuve,vettel,ferrari,2,4,Finished
2017,7,villeneuve,perez,force_india,8,5,Finished
2017,7,villeneuve,ocon,force_india,9,6,Finished
2017,7,villeneuve,raikkonen,ferrari,4,7,Finished
2017,7,villeneuve,hulkenberg,renault,10,8,Finished
2017,7,villeneuve,stroll,williams,17,9,+1 Lap
2017,7,villeneuve,grosjean,haas,14,10,+1 Lap
2017,7,villeneuve,jolyon_palmer,renault,15,11,+1 Lap
2017,7,villeneuve,kevin_magnussen,haas,18,12,+1 Lap
2017,7,villeneuve,ericsson,sauber,19,13,+1 Lap
2017,7,villeneuve,vandoorne,mclaren,16,14,+1 Lap
2017,7,villeneuve,wehrlein,sauber,20,15,+2 Laps
2017,7,villeneuve,alonso,mclaren,12,16,Power Unit
2017,7,villeneuve,kvyat,toro_rosso,11,17,Power Unit
2017,7,villeneuve,max_verstappen,red_bull,5,18,Electrical
2017,7,villeneuve,massa,williams,7,19,Collision
2017,7,villeneuve,sainz,toro_rosso,13,20,Collision
2017,8,baku,ricciardo,red_bull,10,1,Finished
2017,8,baku,bottas,mercedes,2,2,Finished
2017,8,baku,stroll,williams,8,3,Finished
2017,8,baku,vettel,ferrari,4,4,Finished
2017,8,baku,hamilton,mercedes,1,5,Finished
2017,8,baku,ocon,force_india,7,6,Finished
2017,8,baku,kevin_magnussen,haas,12,7,Finished
2017,8,baku,sainz,toro_rosso,15,8,Finished
2017,8,baku,alonso,mclaren,19,9,Finished
2017,8,baku,wehrlein,sauber,14,10,Finished
2017,8,baku,ericsson,sauber,17,11,Finished
2017,8,baku,vandoorne,mclaren,18,12,Finished
2017,8,baku,grosjean,haas,16,13,+1 Lap
2017,8,baku,raikkonen,ferrari,3,14,Water pressure
2017,8,baku,perez,force_india,6,15,Seat
2017,8,baku,massa,williams,9,16,Suspension
2017,8,baku,hulkenberg,renault,13,17,Accident
2017,8,baku,max_verstappen,red_bull,5,18,Oil pressure
2017,8,baku,kvyat,toro_rosso,11,19,Battery
2017,8,baku,jolyon_palmer,renault,20,20,Power Unit
2017,9,red_bull_ring,bottas,mercedes,1,1,Finished
2017,9,red_bull_ring,vettel,ferrari,2,2,Finished
2017,9,red_bull_ring,ricciardo,red_bull,4,3,Finished
2017,9,red_bull_ring,hamilton,mercedes,8,4,Finished
2017,9,red_bull_ring,raikkonen,ferrari,3,5,Finished
2017,9,red_bull_ring,grosjean,haas,6,6,Finished
2017,9,red_bull_ring,perez,force_india,7,7,+1 Lap
2017,9,red_bull_ring,ocon,force_india,9,8,+1 Lap
2017,9,red_bull_ring,massa,williams,17,9,+1 Lap
2017,9,red_bull_ring,stroll,williams,18,10,+1 Lap
2017,9,red_bull_ring,jolyon_palmer,renault,16,11,+1 Lap
2017,9,red_bull_ring,vandoorne,mclaren,13,12,+1 Lap
2017,9,red_bull_ring,hulkenberg,renault,11,13,+1 Lap
2017,9,red_bull_ring,wehrlein,sauber,20,14,+1 Lap
2017,9,red_bull_ring,ericsson,sauber,19,15,+2 Laps
2017,9,red_bull_ring,kvyat,toro_rosso,14,16,+3 Laps
2017,9,red_bull_ring,sainz,toro_rosso,10,17,Engine
2017,9,red_bull_ring,kevin_magnussen,haas,15,18,Hydraulics
2017,9,red_bull_ring,alonso,mclaren,12,19,Collision damage
2017,9,red_bull_ring,max_verstappen,red_bull,5,20,Collision damage
2017,10,silverstone,hamilton,mercedes,1,1,Finished
2017,10,silverstone,bottas,mercedes,9,2,Finished
2017,10,silverstone,raikkonen,ferrari,2,3,Finished
2017,10,silverstone,max_verstappen,red_bull,4,4,Finished
2017,10,silverstone,ricciardo,red_bull,19,5,Finished
2017,10,silverstone,hulkenberg,renault,5,6,Finished
2017,10,silverstone,vettel,ferrari,3,7,Finished
2017,10,silverstone,ocon,force_india,7,8,+1 Lap
2017,10,silverstone,perez,force_india,6,9,+1 Lap
2017,10,silverstone,massa,williams,14,10,+1 Lap
2017,10,silverstone,vandoorne,mclaren,8,11,+1 Lap
2017,10,silverstone,kevin_magnussen,haas,16,12,+1 Lap
2017,10,silverstone,grosjean,haas,10,13,+1 Lap
2017,10,silverstone,ericsson,sauber,18,14,+1 Lap
2017,10,silverstone,kvyat,toro_rosso,12,15,+1 Lap
2017,10,silverstone,stroll,williams,15,16,+1 Lap
2017,10,silverstone,wehrlein,sauber,17,17,+1 Lap
2017,10,silverstone,alonso,mclaren,20,18,Power Unit
2017,10,silverstone,sainz,toro_rosso,13,19,Collision damage
2017,10,silverstone,jolyon_palmer,renault,11,20,Hydraulics
2017,11,hungaroring,vettel,ferrari,1,1,Finished
2017,11,hungaroring,raikkonen,ferrari,2,2,Finished
2017,11,hungaroring,bottas,mercedes,3,3,Finished
2017,11,hungaroring,hamilton,mercedes,4,4,Finished
2017,11,hungaroring,max_verstappen,red_bull,5,5,Finished
2017,11,hungaroring,alonso,mclaren,7,6,Finished
2017,11,hungaroring,sainz,toro_rosso,9,7,+1 Lap
2017,11,hungaroring,perez,force_india,13,8,+1 Lap
2017,11,hungaroring,ocon,force_india,11,9,+1 Lap
2017,11,hungaroring,vandoorne,mclaren,8,10,+1 Lap
2017,11,hungaroring,kvyat,toro_rosso,16,11,+1 Lap
2017,11,hungaroring,jolyon_palmer,renault,10,12,+1 Lap
2017,11,hungaroring,kevin_magnussen,haas,15,13,+1 Lap
2017,11,hungaroring,stroll,williams,17,14,+1 Lap
2017,11,hungaroring,wehrlein,sauber,18,15,+2 Laps
2017,11,hungaroring,ericsson,sauber,20,16,+2 Laps
2017,11,hungaroring,hulkenberg,renault,12,17,Brakes
2017,11,hungaroring,resta,williams,19,18,Oil leak
2017,11,hungaroring,grosjean,haas,14,19,Wheel nut
2017,11,hungaroring,ricciardo,red_bull,6,20,Collision
2017,12,spa,hamilton,mercedes,1,1,Finished
2017,12,spa,vettel,ferrari,2,2,Finished
2017,12,spa,ricciardo,red_bull,6,3,Finished
2017,12,spa,raikkonen,ferrari,4,4,Finished
2017,12,spa,bottas,mercedes,3,5,Finished
2017,12,spa,hulkenberg,renault,7,6,Finished
2017,12,spa,grosjean,haas,11,7,Finished
2017,12,spa,massa,williams,16,8,Finished
2017,12,spa,ocon,force_india,9,9,Finished
2017,12,spa,sainz,toro_rosso,13,10,Finished
2017,12,spa,stroll,williams,15,11,Finished
2017,12,spa,kvyat,toro_rosso,19,12,Finished
2017,12,spa,jolyon_palmer,renault,14,13,Finished
2017,12,spa,vandoorne,mclaren,20,14,Finished
2017,12,spa,kevin_magnussen,haas,12,15,Finished
2017,12,spa,ericsson,sauber,17,16,Finished
2017,12,spa,perez,force_india,8,17,Gearbox
2017,12,spa,alonso,mclaren,10,18,Engine
2017,12,spa,max_verstappen,red_bull,5,19,Engine
2017,12,spa,wehrlein,sauber,18,20,Collision
2017,13,monza,hamilton,mercedes,1,1,Finished
2017,13,monza,bottas,mercedes,4,2,Finished
2017,13,monza,vettel,ferrari,6,3,Finished
2017,13,monza,ricciardo,red_bull,16,4,Finished
2017,13,monza,raikkonen,ferrari,5,5,Finished
2017,13,monza,ocon,force_india,3,6,Finished
2017,13,monza,stroll,williams,2,7,Finished
2017,13,monza,massa,williams,7,8,Finished
2017,13,monza,perez,force_india,10,9,Finished
2017,13,monza,max_verstappen,red_bull,13,10,+1 Lap
2017,13,monza,kevin_magnussen,haas,9,11,+1 Lap
2017,13,monza,kvyat,toro_rosso,8,12,+1 Lap
2017,13,monza,hulkenberg,renault,14,13,+1 Lap
2017,13,monza,sainz,toro_rosso,15,14,+1 Lap
2017,13,monza,grosjean,haas,20,15,+1 Lap
2017,13,monza,wehrlein,sauber,12,16,+2 Laps
2017,13,monza,alonso,mclaren,19,17,Gearbox
2017,13,monza,ericsson,sauber,11,18,Gearbox
2017,13,monza,vandoorne,mclaren,18,19,Engine
2017,13,monza,jolyon_palmer,renault,17,20,Engine
2017,14,marina_bay,hamilton,mercedes,5,1,Finished
2017,14,marina_bay,ricciardo,red_bull,3,2,Finished
2017,14,marina_bay,bottas,mercedes,6,3,Finished
2017,14,marina_bay,sainz,toro_rosso,10,4,Finished
2017,14,marina_bay,perez,force_india,12,5,Finished
2017,14,marina_bay,jolyon_palmer,renault,11,6,Finished
2017,14,marina_bay,vandoorne,mclaren,9,7,Finished
2017,14,marina_bay,stroll,williams,18,8,Finished
2017,14,marina_bay,grosjean,haas,15,9,Finished
2017,14,marina_bay,ocon,force_india,14,10,Finished
2017,14,marina_bay,massa,williams,17,11,Finished
2017,14,marina_bay,wehrlein,sauber,19,12,+2 Laps
2017,14,marina_bay,kevin_magnussen,haas,16,13,Engine
2017,14,marina_bay,hulkenberg,renault,7,14,Engine
2017,14,marina_bay,ericsson,sauber,20,15,Accident
2017,14,marina_bay,kvyat,toro_rosso,13,16,Accident
2017,14,marina_bay,alonso,mclaren,8,17,Collision damage
2017,14,marina_bay,vettel,ferrari,1,18,Accident
2017,14,marina_bay,max_verstappen,red_bull,2,19,Accident
2017,14,marina_bay,raikkonen,ferrari,4,20,Accident
2017,15,sepang,max_verstappen,red_bull,3,1,Finished
2017,15,sepang,hamilton,mercedes,1,2,Finished
2017,15,sepang,ricciardo,red_bull,4,3,Finished
2017,15,sepang,vettel,ferrari,20,4,Finished
2017,15,sepang,bottas,mercedes,5,5,Finished
2017,15,sepang,perez,force_india,9,6,Finished
2017,15,sepang,vandoorne,mclaren,7,7,+1 Lap
2017,15,sepang,stroll,williams,13,8,+1 Lap
2017,15,sepang,massa,williams,11,9,+1 Lap
2017,15,sepang,ocon,force_india,6,10,+1 Lap
2017,15,sepang,alonso,mclaren,10,11,+1 Lap
2017,15,sepang,kevin_magnussen,haas,17,12,+1 Lap
2017,15,sepang,grosjean,haas,16,13,+1 Lap
2017,15,sepang,gasly,toro_rosso,15,14,+1 Lap
2017,15,sepang,jolyon_palmer,renault,12,15,+1 Lap
2017,15,sepang,hulkenberg,renault,8,16,+1 Lap
2017,15,sepang,wehrlein,sauber,18,17,+1 Lap
2017,15,sepang,ericsson,sauber,19,18,+2 Laps
2017,15,sepang,sainz,toro_rosso,14,19,Engine
2017,15,sepang,raikkonen,ferrari,0,20,Battery
2017,16,suzuka,hamilton,mercedes,1,1,Finished
2017,16,suzuka,max_verstappen,red_bull,4,2,Finished
2017,16,suzuka,ricciardo,red_bull,3,3,Finished
2017,16,suzuka,bottas,mercedes,6,4,Finished
2017,16,suzuka,raikkonen,ferrari,10,5,Finished
2017,16,suzuka,ocon,force_india,5,6,Finished
2017,16,suzuka,perez,force_india,7,7,Finished
2017,16,suzuka,kevin_magnussen,haas,12,8,Finished
2017,16,suzuka,grosjean,haas,13,9,Finished
2017,16,suzuka,massa,williams,8,10,+1 Lap
2017,16,suzuka,alonso,mclaren,20,11,+1 Lap
2017,16,suzuka,jolyon_palmer,renault,18,12,+1 Lap
2017,16,suzuka,gasly,toro_rosso,14,13,+1 Lap
2017,16,suzuka,vandoorne,mclaren,9,14,+1 Lap
2017,16,suzuka,wehrlein,sauber,17,15,+2 Laps
2017,16,suzuka,stroll,williams,15,16,Wheel
2017,16,suzuka,hulkenberg,renault,11,17,Front wing
2017,16,suzuka,ericsson,sauber,16,18,Accident
2017,16,suzuka,vettel,ferrari,2,19,Spark plugs
2017,16,suzuka,sainz,toro_rosso,19,20,Accident
2017,17,americas,hamilton,mercedes,1,1,Finished
2017,17,americas,vettel,ferrari,2,2,Finished
2017,17,americas,raikkonen,ferrari,5,3,Finished
2017,17,americas,max_verstappen,red_bull,16,4,Finished
2017,17,americas,bottas,mercedes,3,5,Finished
2017,17,americas,ocon,force_india,6,6,Finished
2017,17,americas,sainz,renault,7,7,Finished
2017,17,americas,perez,force_india,9,8,+1 Lap
2017,17,americas,massa,williams,10,9,+1 Lap
2017,17,americas,kvyat,toro_rosso,11,10,+1 Lap
2017,17,americas,stroll,williams,15,11,+1 Lap
2017,17,americas,vandoorne,mclaren,20,12,+1 Lap
2017,17,americas,brendon_hartley,toro_rosso,19,13,+1 Lap
2017,17,americas,grosjean,haas,12,14,+1 Lap
2017,17,americas,ericsson,sauber,13,15,+1 Lap
2017,17,americas,kevin_magnussen,haas,17,16,+1 Lap
2017,17,americas,alonso,mclaren,8,17,Engine
2017,17,americas,ricciardo,red_bull,4,18,Engine
2017,17,americas,wehrlein,sauber,14,19,Collision
2017,17,americas,hulkenberg,renault,18,20,Engine
2017,18,rodriguez,max_verstappen,red_bull,2,1,Finished
2017,18,rodriguez,bottas,mercedes,4,2,Finished
2017,18,rodriguez,raikkonen,ferrari,5,3,Finished
2017,18,rodriguez,vettel,ferrari,1,4,Finished
2017,18,rodriguez,ocon,force_india,6,5,+1 Lap
2017,18,rodriguez,stroll,williams,11,6,+1 Lap
2017,18,rodriguez,perez,force_india,9,7,+1 Lap
2017,18,rodriguez,kevin_magnussen,haas,14,8,+1 Lap
2017,18,rodriguez,hamilton,mercedes,3,9,+1 Lap
2017,18,rodriguez,alonso,mclaren,18,10,+1 Lap
2017,18,rodriguez,massa,williams,10,11,+1 Lap
2017,18,rodriguez,vandoorne,mclaren,19,12,+1 Lap
2017,18,rodriguez,gasly,toro_rosso,20,13,+1 Lap
2017,18,rodriguez,wehrlein,sauber,13,14,+2 Laps
2017,18,rodriguez,grosjean,haas,15,15,+2 Laps
2017,18,rodriguez,sainz,renault,8,16,Engine
2017,18,rodriguez,ericsson,sauber,12,17,Engine
2017,18,rodriguez,brendon_hartley,toro_rosso,17,18,Engine
2017,18,rodriguez,hulkenberg,renault,7,19,Electrical
2017,18,rodriguez,ricciardo,red_bull,16,20,Engine
2017,19,interlagos,vettel,ferrari,2,1,Finished
2017,19,interlagos,bottas,mercedes,1,2,Finished
2017,19,interlagos,raikkonen,ferrari,3,3,Finished
2017,19,interlagos,hamilton,mercedes,20,4,Finished
2017,19,interlagos,max_verstappen,red_bull,4,5,Finished
2017,19,interlagos,ricciardo,red_bull,14,6,Finished
2017,19,interlagos,massa,williams,9,7,Finished
2017,19,interlagos,alonso,mclaren,6,8,Finished
2017,19,interlagos,perez,force_india,5,9,Finished
2017,19,interlagos,hulkenberg,renault,7,10,+1 Lap
2017,19,interlagos,sainz,renault,8,11,+1 Lap
2017,19,interlagos,gasly,toro_rosso,19,12,+1 Lap
2017,19,interlagos,ericsson,sauber,17,13,+1 Lap
2017,19,interlagos,wehrlein,sauber,15,14,+1 Lap
2017,19,interlagos,grosjean,haas,11,15,+2 Laps
2017,19,interlagos,stroll,williams,16,16,+2 Laps
2017,19,interlagos,brendon_hartley,toro_rosso,18,17,Engine
2017,19,interlagos,ocon,force_india,10,18,Accident
2017,19,interlagos,vandoorne,mclaren,12,19,Accident
2017,19,interlagos,kevin_magnussen,haas,13,20,Accident
2017,20,yas_marina,bottas,mercedes,1,1,Finished
2017,20,yas_marina,hamilton,mercedes,2,2,Finished
2017,20,yas_marina,vettel,ferrari,3,3,Finished
2017,20,yas_marina,raikkonen,ferrari,5,4,Finished
2017,20,yas_marina,max_verstappen,red_bull,6,5,Finished
2017,20,yas_marina,hulkenberg,renault,7,6,Finished
2017,20,yas_marina,perez,force_india,8,7,Finished
2017,20,yas_marina,ocon,force_india,9,8,Finished
2017,20,yas_marina,alonso,mclaren,11,9,+1 Lap
2017,20,yas_marina,massa,williams,10,10,+1 Lap
2017,20,yas_marina,grosjean,haas,16,11,+1 Lap
2017,20,yas_marina,vandoorne,mclaren,13,12,+1 Lap
2017,20,yas_marina,kevin_magnussen,haas,14,13,+1 Lap
2017,20,yas_marina,wehrlein,sauber,18,14,+1 Lap
2017,20,yas_marina,brendon_hartley,toro_rosso,20,15,+1 Lap
2017,20,yas_marina,gasly,toro_rosso,17,16,+1 Lap
2017,20,yas_marina,ericsson,sauber,19,17,+1 Lap
2017,20,yas_marina,stroll,williams,15,18,+1 Lap
2017,20,yas_marina,sainz,renault,12,19,Wheel
2017,20,yas_marina,ricciardo,red_bull,4,20,Hydraulics
2018,1,albert_park,vettel,ferrari,3,1,Finished
2018,1,albert_park,hamilton,mercedes,1,2,Finished
2018,1,albert_park,raikkonen,ferrari,2,3,Finished
2018,1,albert_park,ricciardo,red_bull,8,4,Finished
2018,1,albert_park,alonso,mclaren,10,5,Finished
2018,1,albert_park,max_verstappen,red_bull,4,6,Finished
2018,1,albert_park,hulkenberg,renault,7,7,Finished
2018,1,albert_park,bottas,mercedes,15,8,Finished
2018,1,albert_park,vandoorne,mclaren,11,9,Finished
2018,1,albert_park,sainz,renault,9,10,Finished
2018,1,albert_park,perez,force_india,12,11,Finished
2018,1,albert_park,ocon,force_india,14,12,Finished
