season,round,circuit,driver,constructor,grid,position,status
2014,1,albert_park,rosberg,mercedes,3,1,Finished
2014,1,albert_park,kevin_magnussen,mclaren,4,2,Finished
2014,1,albert_park,button,mclaren,10,3,Finished
2014,1,albert_park,alonso,ferrari,5,4,Finished
2014,1,albert_park,bottas,williams,15,5,Finished
2014,1,albert_park,hulkenberg,force_india,7,6,Finished
2014,1,albert_park,raikkonen,ferrari,11,7,Finished
2014,1,albert_park,vergne,toro_rosso,6,8,Finished
2014,1,albert_park,kvyat,toro_rosso,8,9,Finished
2014,1,albert_park,perez,force_india,16,10,Finished
2014,1,albert_park,sutil,sauber,13,11,+1 Lap
2014,1,albert_park,gutierrez,sauber,20,12,+1 Lap
2014,1,albert_park,chilton,marussia,17,13,+2 Laps
2014,1,albert_park,jules_bianchi,marussia,18,14,+8 Laps
2014,1,albert_park,grosjean,lotus_f1,22,15,ERS
2014,1,albert_park,maldonado,lotus_f1,21,16,ERS
2014,1,albert_park,ericsson,caterham,19,17,Oil pressure
2014,1,albert_park,vettel,red_bull,12,18,Engine
2014,1,albert_park,hamilton,mercedes,1,19,Engine
2014,1,albert_park,massa,williams,9,20,Collision
2014,1,albert_park,kobayashi,caterham,14,21,Collision
2014,1,albert_park,ricciardo,red_bull,2,22,Disqualified
2014,2,sepang,hamilton,mercedes,1,1,Finished
2014,2,sepang,rosberg,mercedes,3,2,Finished
2014,2,sepang,vettel,red_bull,2,3,Finished
2014,2,sepang,alonso,ferrari,4,4,Finished
2014,2,sepang,hulkenberg,force_india,7,5,Finished
2014,2,sepang,button,mclaren,10,6,Finished
2014,2,sepang,massa,williams,13,7,Finished
2014,2,sepang,bottas,williams,18,8,Finished
2014,2,sepang,kevin_magnussen,mclaren,8,9,+1 Lap
2014,2,sepang,kvyat,toro_rosso,11,10,+1 Lap
2014,2,sepang,grosjean,lotus_f1,15,11,+1 Lap
2014,2,sepang,raikkonen,ferrari,6,12,+1 Lap
2014,2,sepang,kobayashi,caterham,20,13,+1 Lap
2014,2,sepang,ericsson,caterham,22,14,+2 Laps
2014,2,sepang,chilton,marussia,21,15,+2 Laps
2014,2,sepang,ricciardo,red_bull,5,16,Technical
2014,2,sepang,gutierrez,sauber,12,17,Gearbox
2014,2,sepang,sutil,sauber,17,18,Electrical
2014,2,sepang,vergne,toro_rosso,9,19,Power Unit
2014,2,sepang,jules_bianchi,marussia,19,20,Brakes
2014,2,sepang,maldonado,lotus_f1,16,21,Engine
2014,2,sepang,perez,force_india,14,22,Withdrew
2014,3,bahrain,hamilton,mercedes,2,1,Finished
2014,3,bahrain,rosberg,mercedes,1,2,Finished
2014,3,bahrain,perez,force_india,4,3,Finished
2014,3,bahrain,ricciardo,red_bull,13,4,Finished
2014,3,bahrain,hulkenberg,force_india,11,5,Finished
2014,3,bahrain,vettel,red_bull,10,6,Finished
2014,3,bahrain,massa,williams,7,7,Finished
2014,3,bahrain,bottas,williams,3,8,Finished
2014,3,bahrain,alonso,ferrari,9,9,Finished
2014,3,bahrain,raikkonen,ferrari,5,10,Finished
2014,3,bahrain,kvyat,toro_rosso,12,11,Finished
2014,3,bahrain,grosjean,lotus_f1,16,12,Finished
2014,3,bahrain,chilton,marussia,21,13,Finished
2014,3,bahrain,maldonado,lotus_f1,17,14,Finished
2014,3,bahrain,kobayashi,caterham,18,15,Finished
2014,3,bahrain,jules_bianchi,marussia,19,16,+1 Lap
2014,3,bahrain,button,mclaren,6,17,Clutch
2014,3,bahrain,kevin_magnussen,mclaren,8,18,Clutch
2014,3,bahrain,gutierrez,sauber,15,19,Collision
2014,3,bahrain,ericsson,caterham,20,20,Retired
2014,3,bahrain,vergne,toro_rosso,14,21,Retired
2014,3,bahrain,sutil,sauber,22,22,Collision
2014,4,shanghai,hamilton,mercedes,1,1,Finished
2014,4,shanghai,rosberg,mercedes,4,2,Finished
2014,4,shanghai,alonso,ferrari,5,3,Finished
2014,4,shanghai,ricciardo,red_bull,2,4,Finished
2014,4,shanghai,vettel,red_bull,3,5,Finished
2014,4,shanghai,hulkenberg,force_india,8,6,Finished
2014,4,shanghai,bottas,williams,7,7,Finished
2014,4,shanghai,raikkonen,ferrari,11,8,Finished
2014,4,shanghai,perez,force_india,16,9,Finished
2014,4,shanghai,kvyat,toro_rosso,13,10,+1 Lap
2014,4,shanghai,button,mclaren,12,11,+1 Lap
2014,4,shanghai,vergne,toro_rosso,9,12,+1 Lap
2014,4,shanghai,kevin_magnussen,mclaren,15,13,+1 Lap
2014,4,shanghai,maldonado,lotus_f1,22,14,+1 Lap
2014,4,shanghai,massa,williams,6,15,+1 Lap
2014,4,shanghai,gutierrez,sauber,17,16,+1 Lap
2014,4,shanghai,jules_bianchi,marussia,19,17,+1 Lap
2014,4,shanghai,kobayashi,caterham,18,18,+1 Lap
2014,4,shanghai,chilton,marussia,21,19,+2 Laps
2014,4,shanghai,ericsson,caterham,20,20,+2 Laps
2014,4,shanghai,grosjean,lotus_f1,10,21,Gearbox
2014,4,shanghai,sutil,sauber,14,22,Engine
2014,5,catalunya,hamilton,mercedes,1,1,Finished
2014,5,catalunya,rosberg,mercedes,2,2,Finished
2014,5,catalunya,ricciardo,red_bull,3,3,Finished
2014,5,catalunya,vettel,red_bull,15,4,Finished
2014,5,catalunya,bottas,williams,4,5,Finished
2014,5,catalunya,alonso,ferrari,7,6,Finished
2014,5,catalunya,raikkonen,ferrari,6,7,+1 Lap
2014,5,catalunya,grosjean,lotus_f1,5,8,+1 Lap
2014,5,catalunya,perez,force_india,11,9,+1 Lap
2014,5,catalunya,hulkenberg,force_india,10,10,+1 Lap
2014,5,catalunya,button,mclaren,8,11,+1 Lap
2014,5,catalunya,kevin_magnussen,mclaren,14,12,+1 Lap
2014,5,catalunya,massa,williams,9,13,+1 Lap
2014,5,catalunya,kvyat,toro_rosso,12,14,+1 Lap
2014,5,catalunya,maldonado,lotus_f1,22,15,+1 Lap
2014,5,catalunya,gutierrez,sauber,13,16,+1 Lap
2014,5,catalunya,sutil,sauber,16,17,+1 Lap
2014,5,catalunya,jules_bianchi,marussia,18,18,+2 Laps
2014,5,catalunya,chilton,marussia,17,19,+2 Laps
2014,5,catalunya,ericsson,caterham,19,20,+2 Laps
2014,5,catalunya,kobayashi,caterham,20,21,Brakes
2014,5,catalunya,vergne,toro_rosso,21,22,Exhaust
2014,6,monaco,rosberg,mercedes,1,1,Finished
2014,6,monaco,hamilton,mercedes,2,2,Finished
2014,6,monaco,ricciardo,red_bull,3,3,Finished
2014,6,monaco,alonso,ferrari,5,4,Finished
2014,6,monaco,hulkenberg,force_india,11,5,+1 Lap
2014,6,monaco,button,mclaren,12,6,+1 Lap
2014,6,monaco,massa,williams,16,7,+1 Lap
2014,6,monaco,grosjean,lotus_f1,14,8,+1 Lap
2014,6,monaco,jules_bianchi,marussia,21,9,+1 Lap
2014,6,monaco,kevin_magnussen,mclaren,8,10,+1 Lap
2014,6,monaco,ericsson,caterham,22,11,+1 Lap
2014,6,monaco,raikkonen,ferrari,6,12,+1 Lap
2014,6,monaco,kobayashi,caterham,20,13,+2 Laps
2014,6,monaco,chilton,marussia,19,14,+3 Laps
2014,6,monaco,gutierrez,sauber,17,15,Accident
2014,6,monaco,bottas,williams,13,16,Engine
2014,6,monaco,vergne,toro_rosso,7,17,Engine
2014,6,monaco,sutil,sauber,18,18,Accident
2014,6,monaco,kvyat,toro_rosso,9,19,Mechanical
2014,6,monaco,vettel,red_bull,4,20,Turbo
2014,6,monaco,perez,force_india,10,21,Collision
2014,6,monaco,maldonado,lotus_f1,15,22,Withdrew
2014,7,villeneuve,ricciardo,red_bull,6,1,Finished
2014,7,villeneuve,rosberg,mercedes,1,2,Finished
2014,7,villeneuve,vettel,red_bull,3,3,Finished
2014,7,villeneuve,button,mclaren,9,4,Finished
2014,7,villeneuve,hulkenberg,force_india,11,5,Finished
2014,7,villeneuve,alonso,ferrari,7,6,Finished
2014,7,villeneuve,bottas,williams,4,7,Finished
2014,7,villeneuve,vergne,toro_rosso,8,8,Finished
2014,7,villeneuve,kevin_magnussen,mclaren,12,9,Finished
2014,7,villeneuve,raikkonen,ferrari,10,10,Finished
2014,7,villeneuve,perez,force_india,13,11,Collision
2014,7,villeneuve,massa,williams,5,12,Collision
2014,7,villeneuve,sutil,sauber,16,13,+1 Lap
2014,7,villeneuve,gutierrez,sauber,22,14,ERS
2014,7,villeneuve,grosjean,lotus_f1,14,15,Rear wing
2014,7,villeneuve,kvyat,toro_rosso,15,16,Drivetrain
2014,7,villeneuve,hamilton,mercedes,2,17,Brakes
2014,7,villeneuve,kobayashi,caterham,21,18,Suspension
2014,7,villeneuve,maldonado,lotus_f1,17,19,Power Unit
2014,7,villeneuve,ericsson,caterham,20,20,Turbo
2014,7,villeneuve,chilton,marussia,18,21,Collision
2014,7,villeneuve,jules_bianchi,marussia,19,22,Collision
2014,8,red_bull_ring,rosberg,mercedes,3,1,Finished
2014,8,red_bull_ring,hamilton,mercedes,9,2,Finished
2014,8,red_bull_ring,bottas,williams,2,3,Finished
2014,8,red_bull_ring,massa,williams,1,4,Finished
2014,8,red_bull_ring,alonso,ferrari,4,5,Finished
2014,8,red_bull_ring,perez,force_india,15,6,Finished
2014,8,red_bull_ring,kevin_magnussen,mclaren,6,7,Finished
2014,8,red_bull_ring,ricciardo,red_bull,5,8,Finished
2014,8,red_bull_ring,hulkenberg,force_india,10,9,Finished
2014,8,red_bull_ring,raikkonen,ferrari,8,10,Finished
2014,8,red_bull_ring,button,mclaren,11,11,Finished
2014,8,red_bull_ring,maldonado,lotus_f1,13,12,+1 Lap
2014,8,red_bull_ring,sutil,sauber,16,13,+1 Lap
2014,8,red_bull_ring,grosjean,lotus_f1,22,14,+1 Lap
2014,8,red_bull_ring,jules_bianchi,marussia,18,15,+2 Laps
2014,8,red_bull_ring,kobayashi,caterham,19,16,+2 Laps
2014,8,red_bull_ring,chilton,marussia,21,17,+2 Laps
2014,8,red_bull_ring,ericsson,caterham,20,18,+2 Laps
2014,8,red_bull_ring,gutierrez,sauber,17,19,+2 Laps
2014,8,red_bull_ring,vergne,toro_rosso,14,20,Brakes
2014,8,red_bull_ring,vettel,red_bull,12,21,Electrical
2014,8,red_bull_ring,kvyat,toro_rosso,7,22,Suspension
2014,9,silverstone,hamilton,mercedes,6,1,Finished
2014,9,silverstone,bottas,williams,14,2,Finished
2014,9,silverstone,ricciardo,red_bull,8,3,Finished
2014,9,silverstone,button,mclaren,3,4,Finished
2014,9,silverstone,vettel,red_bull,2,5,Finished
2014,9,silverstone,alonso,ferrari,16,6,Finished
2014,9,silverstone,kevin_magnussen,mclaren,5,7,Finished
2014,9,silverstone,hulkenberg,force_india,4,8,Finished
2014,9,silverstone,kvyat,toro_rosso,9,9,Finished
2014,9,silverstone,vergne,toro_rosso,10,10,+1 Lap
2014,9,silverstone,perez,force_india,7,11,+1 Lap
2014,9,silverstone,grosjean,lotus_f1,11,12,+1 Lap
2014,9,silverstone,sutil,sauber,13,13,+1 Lap
2014,9,silverstone,jules_bianchi,marussia,12,14,+1 Lap
2014,9,silverstone,kobayashi,caterham,22,15,+2 Laps
2014,9,silverstone,chilton,marussia,17,16,+2 Laps
2014,9,silverstone,maldonado,lotus_f1,20,17,+3 Laps
2014,9,silverstone,rosberg,mercedes,1,18,Gearbox
2014,9,silverstone,ericsson,caterham,21,19,Suspension
2014,9,silverstone,gutierrez,sauber,19,20,Collision
2014,9,silverstone,massa,williams,15,21,Collision
2014,9,silverstone,raikkonen,ferrari,18,22,Collision
2014,10,hockenheimring,rosberg,mercedes,1,1,Finished
2014,10,hockenheimring,bottas,williams,2,2,Finished
2014,10,hockenheimring,hamilton,mercedes,20,3,Finished
2014,10,hockenheimring,vettel,red_bull,6,4,Finished
2014,10,hockenheimring,alonso,ferrari,7,5,Finished
2014,10,hockenheimring,ricciardo,red_bull,5,6,Finished
2014,10,hockenheimring,hulkenberg,force_india,9,7,Finished
2014,10,hockenheimring,button,mclaren,11,8,Finished
2014,10,hockenheimring,kevin_magnussen,mclaren,4,9,+1 Lap
2014,10,hockenheimring,perez,force_india,10,10,+1 Lap
2014,10,hockenheimring,raikkonen,ferrari,12,11,+1 Lap
2014,10,hockenheimring,maldonado,lotus_f1,18,12,+1 Lap
2014,10,hockenheimring,vergne,toro_rosso,13,13,+1 Lap
2014,10,hockenheimring,gutierrez,sauber,16,14,+1 Lap
2014,10,hockenheimring,jules_bianchi,marussia,17,15,+1 Lap
2014,10,hockenheimring,kobayashi,caterham,19,16,+2 Laps
2014,10,hockenheimring,chilton,marussia,21,17,+2 Laps
2014,10,hockenheimring,ericsson,caterham,22,18,+2 Laps
2014,10,hockenheimring,sutil,sauber,15,19,Brakes
2014,10,hockenheimring,kvyat,toro_rosso,8,20,Oil leak
2014,10,hockenheimring,grosjean,lotus_f1,14,21,Water leak
2014,10,hockenheimring,massa,williams,3,22,Collision
2014,11,hungaroring,ricciardo,red_bull,4,1,Finished
2014,11,hungaroring,alonso,ferrari,5,2,Finished
2014,11,hungaroring,hamilton,mercedes,22,3,Finished
2014,11,hungaroring,rosberg,mercedes,1,4,Finished
2014,11,hungaroring,massa,williams,6,5,Finished
2014,11,hungaroring,raikkonen,ferrari,16,6,Finished
2014,11,hungaroring,vettel,red_bull,2,7,Finished
2014,11,hungaroring,bottas,williams,3,8,Finished
2014,11,hungaroring,vergne,toro_rosso,8,9,Finished
2014,11,hungaroring,button,mclaren,7,10,Finished
2014,11,hungaroring,sutil,sauber,11,11,Finished
2014,11,hungaroring,kevin_magnussen,mclaren,21,12,Finished
2014,11,hungaroring,maldonado,lotus_f1,20,13,Finished
2014,11,hungaroring,kvyat,toro_rosso,10,14,+1 Lap
2014,11,hungaroring,jules_bianchi,marussia,15,15,+1 Lap
2014,11,hungaroring,chilton,marussia,18,16,+1 Lap
2014,11,hungaroring,gutierrez,sauber,13,17,Retired
2014,11,hungaroring,kobayashi,caterham,17,18,Retired
2014,11,hungaroring,perez,force_india,12,19,Accident
2014,11,hungaroring,hulkenberg,force_india,9,20,Accident
2014,11,hungaroring,grosjean,lotus_f1,14,21,Accident
2014,11,hungaroring,ericsson,caterham,19,22,Accident
2014,12,spa,ricciardo,red_bull,5,1,Finished
2014,12,spa,rosberg,mercedes,1,2,Finished
2014,12,spa,bottas,williams,6,3,Finished
2014,12,spa,raikkonen,ferrari,8,4,Finished
2014,12,spa,vettel,red_bull,3,5,Finished
2014,12,spa,button,mclaren,10,6,Finished
2014,12,spa,alonso,ferrari,4,7,Finished
2014,12,spa,perez,force_india,13,8,Finished
2014,12,spa,kvyat,toro_rosso,11,9,Finished
2014,12,spa,hulkenberg,force_india,18,10,Finished
2014,12,spa,vergne,toro_rosso,12,11,Finished
2014,12,spa,kevin_magnussen,mclaren,7,12,Finished
2014,12,spa,massa,williams,9,13,Finished
2014,12,spa,sutil,sauber,14,14,Finished
2014,12,spa,gutierrez,sauber,20,15,Finished
2014,12,spa,chilton,marussia,19,16,+1 Lap
2014,12,spa,ericsson,caterham,22,17,+1 Lap
2014,12,spa,jules_bianchi,marussia,16,18,Gearbox
2014,12,spa,hamilton,mercedes,2,19,Retired
2014,12,spa,grosjean,lotus_f1,15,20,Retired
2014,12,spa,maldonado,lotus_f1,17,21,Mechanical
2014,12,spa,lotterer,caterham,21,22,Power Unit
2014,13,monza,hamilton,mercedes,1,1,Finished
2014,13,monza,rosberg,mercedes,2,2,Finished
2014,13,monza,massa,williams,4,3,Finished
2014,13,monza,bottas,williams,3,4,Finished
2014,13,monza,ricciardo,red_bull,9,5,Finished
2014,13,monza,vettel,red_bull,8,6,Finished
2014,13,monza,perez,force_india,10,7,Finished
2014,13,monza,button,mclaren,6,8,Finished
2014,13,monza,raikkonen,ferrari,11,9,Finished
2014,13,monza,kevin_magnussen,mclaren,5,10,Finished
2014,13,monza,kvyat,toro_rosso,21,11,Finished
2014,13,monza,hulkenberg,force_india,13,12,Finished
2014,13,monza,vergne,toro_rosso,12,13,Finished
2014,13,monza,maldonado,lotus_f1,16,14,+1 Lap
2014,13,monza,sutil,sauber,14,15,+1 Lap
2014,13,monza,grosjean,lotus_f1,17,16,+1 Lap
2014,13,monza,kobayashi,caterham,18,17,+1 Lap
2014,13,monza,jules_bianchi,marussia,19,18,+1 Lap
2014,13,monza,gutierrez,sauber,15,19,+2 Laps
2014,13,monza,ericsson,caterham,22,20,+2 Laps
2014,13,monza,alonso,ferrari,7,21,Engine
2014,13,monza,chilton,marussia,20,22,Accident
2014,14,marina_bay,hamilton,mercedes,1,1,Finished
2014,14,marina_bay,vettel,red_bull,4,2,Finished
2014,14,marina_bay,ricciardo,red_bull,3,3,Finished
2014,14,marina_bay,alonso,ferrari,5,4,Finished
2014,14,marina_bay,massa,williams,6,5,Finished
2014,14,marina_bay,vergne,toro_rosso,12,6,Finished
2014,14,marina_bay,perez,force_india,15,7,Finished
2014,14,marina_bay,raikkonen,ferrari,7,8,Finished
2014,14,marina_bay,hulkenberg,force_india,13,9,Finished
2014,14,marina_bay,kevin_magnussen,mclaren,9,10,Finished
2014,14,marina_bay,bottas,williams,8,11,Finished
2014,14,marina_bay,maldonado,lotus_f1,18,12,Finished
2014,14,marina_bay,grosjean,lotus_f1,16,13,Finished
2014,14,marina_bay,kvyat,toro_rosso,10,14,Finished
2014,14,marina_bay,ericsson,caterham,22,15,Finished
2014,14,marina_bay,jules_bianchi,marussia,19,16,Finished
2014,14,marina_bay,chilton,marussia,21,17,+1 Lap
2014,14,marina_bay,button,mclaren,11,18,Retired
2014,14,marina_bay,sutil,sauber,17,19,Water pressure
2014,14,marina_bay,gutierrez,sauber,14,20,Electrical
2014,14,marina_bay,rosberg,mercedes,2,21,Electrical
2014,14,marina_bay,kobayashi,caterham,20,22,Power Unit
2014,15,suzuka,hamilton,mercedes,2,1,Finished
2014,15,suzuka,rosberg,mercedes,1,2,Finished
2014,15,suzuka,vettel,red_bull,9,3,Finished
2014,15,suzuka,ricciardo,red_bull,6,4,Finished
2014,15,suzuka,button,mclaren,8,5,Finished
2014,15,suzuka,bottas,williams,3,6,Finished
2014,15,suzuka,massa,williams,4,7,Finished
2014,15,suzuka,hulkenberg,force_india,13,8,Finished
2014,15,suzuka,vergne,toro_rosso,20,9,Finished
2014,15,suzuka,perez,force_india,11,10,+1 Lap
2014,15,suzuka,kvyat,toro_rosso,12,11,+1 Lap
2014,15,suzuka,raikkonen,ferrari,10,12,+1 Lap
2014,15,suzuka,gutierrez,sauber,15,13,+1 Lap
2014,15,suzuka,kevin_magnussen,mclaren,7,14,+1 Lap
2014,15,suzuka,grosjean,lotus_f1,16,15,+1 Lap
2014,15,suzuka,maldonado,lotus_f1,22,16,+1 Lap
2014,15,suzuka,ericsson,caterham,17,17,+1 Lap
2014,15,suzuka,chilton,marussia,21,18,+1 Lap
2014,15,suzuka,kobayashi,caterham,19,19,+1 Lap
2014,15,suzuka,jules_bianchi,marussia,18,20,Accident
2014,15,suzuka,sutil,sauber,14,21,Accident
2014,15,suzuka,alonso,ferrari,5,22,Electronics
2014,16,sochi,hamilton,mercedes,1,1,Finished
2014,16,sochi,rosberg,mercedes,2,2,Finished
2014,16,sochi,bottas,williams,3,3,Finished
2014,16,sochi,button,mclaren,4,4,Finished
2014,16,sochi,kevin_magnussen,mclaren,11,5,Finished
2014,16,sochi,alonso,ferrari,7,6,Finished
2014,16,sochi,ricciardo,red_bull,6,7,Finished
2014,16,sochi,vettel,red_bull,10,8,Finished
2014,16,sochi,raikkonen,ferrari,8,9,Finished
2014,16,sochi,perez,force_india,12,10,Finished
2014,16,sochi,massa,williams,18,11,Finished
2014,16,sochi,hulkenberg,force_india,17,12,Finished
2014,16,sochi,vergne,toro_rosso,9,13,Finished
2014,16,sochi,kvyat,toro_rosso,5,14,+1 Lap
2014,16,sochi,gutierrez,sauber,13,15,+1 Lap
2014,16,sochi,sutil,sauber,14,16,+1 Lap
2014,16,sochi,grosjean,lotus_f1,15,17,+1 Lap
2014,16,sochi,maldonado,lotus_f1,21,18,+1 Lap
2014,16,sochi,ericsson,caterham,16,19,+2 Laps
2014,16,sochi,kobayashi,caterham,19,20,Brakes
2014,16,sochi,chilton,marussia,20,21,Suspension
2014,17,americas,hamilton,mercedes,2,1,Finished
2014,17,americas,rosberg,mercedes,1,2,Finished
2014,17,americas,ricciardo,red_bull,5,3,Finished
2014,17,americas,massa,williams,4,4,Finished
2014,17,americas,bottas,williams,3,5,Finished
2014,17,americas,alonso,ferrari,6,6,Finished
2014,17,americas,vettel,red_bull,18,7,Finished
2014,17,americas,kevin_magnussen,mclaren,7,8,Finished
2014,17,americas,maldonado,lotus_f1,10,9,Finished
2014,17,americas,vergne,toro_rosso,14,10,Finished
2014,17,americas,grosjean,lotus_f1,16,11,+1 Lap
2014,17,americas,button,mclaren,12,12,+1 Lap
2014,17,americas,raikkonen,ferrari,8,13,+1 Lap
2014,17,americas,gutierrez,sauber,15,14,+1 Lap
2014,17,americas,kvyat,toro_rosso,17,15,+1 Lap
2014,17,americas,hulkenberg,force_india,13,16,Engine
2014,17,americas,perez,force_india,11,17,Collision damage
2014,17,americas,sutil,sauber,9,18,Collision
2014,18,interlagos,rosberg,mercedes,1,1,Finished
2014,18,interlagos,hamilton,mercedes,2,2,Finished
2014,18,interlagos,massa,williams,3,3,Finished
2014,18,interlagos,button,mclaren,5,4,Finished
2014,18,interlagos,vettel,red_bull,6,5,Finished
2014,18,interlagos,alonso,ferrari,8,6,Finished
2014,18,interlagos,raikkonen,ferrari,10,7,Finished
2014,18,interlagos,hulkenberg,force_india,12,8,Finished
2014,18,interlagos,kevin_magnussen,mclaren,7,9,Finished
2014,18,interlagos,bottas,williams,4,10,+1 Lap
2014,18,interlagos,kvyat,toro_rosso,17,11,+1 Lap
2014,18,interlagos,maldonado,lotus_f1,16,12,+1 Lap
2014,18,interlagos,vergne,toro_rosso,15,13,+1 Lap
2014,18,interlagos,gutierrez,sauber,11,14,+1 Lap
2014,18,interlagos,perez,force_india,18,15,+1 Lap
2014,18,interlagos,sutil,sauber,13,16,+1 Lap
2014,18,interlagos,grosjean,lotus_f1,14,17,+8 Laps
2014,18,interlagos,ricciardo,red_bull,9,18,Suspension
2014,19,yas_marina,hamilton,mercedes,2,1,Finished
2014,19,yas_marina,massa,williams,4,2,Finished
2014,19,yas_marina,bottas,williams,3,3,Finished
2014,19,yas_marina,ricciardo,red_bull,20,4,Finished
2014,19,yas_marina,button,mclaren,6,5,Finished
2014,19,yas_marina,hulkenberg,force_india,12,6,Finished
2014,19,yas_marina,perez,force_india,11,7,Finished
2014,19,yas_marina,vettel,red_bull,19,8,Finished
2014,19,yas_marina,alonso,ferrari,8,9,Finished
2014,19,yas_marina,raikkonen,ferrari,7,10,Finished
2014,19,yas_marina,kevin_magnussen,mclaren,9,11,Finished
2014,19,yas_marina,vergne,toro_rosso,10,12,Finished
2014,19,yas_marina,grosjean,lotus_f1,18,13,+1 Lap
2014,19,yas_marina,rosberg,mercedes,1,14,+1 Lap
2014,19,yas_marina,gutierrez,sauber,14,15,+1 Lap
2014,19,yas_marina,sutil,sauber,13,16,+1 Lap
2014,19,yas_marina,stevens,caterham,17,17,+1 Lap
2014,19,yas_marina,kobayashi,caterham,16,18,Retired
2014,19,yas_marina,maldonado,lotus_f1,15,19,Power Unit
2014,19,yas_marina,kvyat,toro_rosso,5,20,Power Unit
2015,1,albert_park,hamilton,mercedes,1,1,Finished
2015,1,albert_park,rosberg,mercedes,2,2,Finished
2015,1,albert_park,vettel,ferrari,4,3,Finished
2015,1,albert_park,massa,williams,3,4,Finished
2015,1,albert_park,nasr,sauber,10,5,Finished
2015,1,albert_park,ricciardo,red_bull,6,6,+1 Lap
2015,1,albert_park,hulkenberg,force_india,13,7,+1 Lap
2015,1,albert_park,ericsson,sauber,15,8,+1 Lap
2015,1,albert_park,sainz,toro_rosso,7,9,+1 Lap
2015,1,albert_park,perez,force_india,14,10,+1 Lap
2015,1,albert_park,button,mclaren,16,11,+2 Laps
2015,1,albert_park,raikkonen,ferrari,5,12,Wheel
2015,1,albert_park,max_verstappen,toro_rosso,11,13,Engine
2015,1,albert_park,grosjean,lotus_f1,8,14,Power loss
2015,1,albert_park,maldonado,lotus_f1,9,15,Accident
2015,1,albert_park,kvyat,red_bull,12,16,Withdrew
2015,1,albert_park,kevin_magnussen,mclaren,17,17,Withdrew
2015,1,albert_park,bottas,williams,0,18,Withdrew
2015,2,sepang,vettel,ferrari,2,1,Finished
2015,2,sepang,hamilton,mercedes,1,2,Finished
2015,2,sepang,rosberg,mercedes,3,3,Finished
2015,2,sepang,raikkonen,ferrari,11,4,Finished
2015,2,sepang,bottas,williams,8,5,Finished
2015,2,sepang,massa,williams,7,6,Finished
2015,2,sepang,max_verstappen,toro_rosso,6,7,Finished
2015,2,sepang,sainz,toro_rosso,15,8,+1 Lap
2015,2,sepang,kvyat,red_bull,5,9,+1 Lap
2015,2,sepang,ricciardo,red_bull,4,10,+1 Lap
2015,2,sepang,grosjean,lotus_f1,10,11,+1 Lap
2015,2,sepang,nasr,sauber,16,12,+1 Lap
2015,2,sepang,perez,force_india,14,13,+1 Lap
2015,2,sepang,hulkenberg,force_india,13,14,+1 Lap
2015,2,sepang,merhi,manor,19,15,+3 Laps
2015,2,sepang,maldonado,lotus_f1,12,16,Retired
2015,2,sepang,button,mclaren,17,17,Turbo
2015,2,sepang,alonso,mclaren,18,18,ERS
2015,2,sepang,ericsson,sauber,9,19,Spun off
2015,2,sepang,stevens,manor,0,20,Fuel system
2015,3,shanghai,hamilton,mercedes,1,1,Finished
2015,3,shanghai,rosberg,mercedes,2,2,Finished
2015,3,shanghai,vettel,ferrari,3,3,Finished
2015,3,shanghai,raikkonen,ferrari,6,4,Finished
2015,3,shanghai,massa,williams,4,5,Finished
2015,3,shanghai,bottas,williams,5,6,Finished
2015,3,shanghai,grosjean,lotus_f1,8,7,Finished
2015,3,shanghai,nasr,sauber,9,8,Finished
2015,3,shanghai,ricciardo,red_bull,7,9,Finished
2015,3,shanghai,ericsson,sauber,10,10,+1 Lap
2015,3,shanghai,perez,force_india,15,11,+1 Lap
2015,3,shanghai,alonso,mclaren,18,12,+1 Lap
2015,3,shanghai,sainz,toro_rosso,14,13,+1 Lap
2015,3,shanghai,button,mclaren,17,14,+1 Lap
2015,3,shanghai,stevens,manor,19,15,+2 Laps
2015,3,shanghai,merhi,manor,20,16,+2 Laps
2015,3,shanghai,max_verstappen,toro_rosso,13,17,Transmission
2015,3,shanghai,maldonado,lotus_f1,11,18,Brakes
2015,3,shanghai,kvyat,red_bull,12,19,Power Unit
2015,3,shanghai,hulkenberg,force_india,16,20,Gearbox
2015,4,bahrain,hamilton,mercedes,1,1,Finished
2015,4,bahrain,raikkonen,ferrari,4,2,Finished
2015,4,bahrain,rosberg,mercedes,3,3,Finished
2015,4,bahrain,bottas,williams,5,4,Finished
2015,4,bahrain,vettel,ferrari,2,5,Finished
2015,4,bahrain,ricciardo,red_bull,7,6,Finished
2015,4,bahrain,grosjean,lotus_f1,10,7,Finished
2015,4,bahrain,perez,force_india,11,8,+1 Lap
2015,4,bahrain,kvyat,red_bull,17,9,+1 Lap
2015,4,bahrain,massa,williams,6,10,+1 Lap
2015,4,bahrain,alonso,mclaren,14,11,+1 Lap
2015,4,bahrain,nasr,sauber,12,12,+1 Lap
2015,4,bahrain,hulkenberg,force_india,8,13,+1 Lap
2015,4,bahrain,ericsson,sauber,13,14,+1 Lap
2015,4,bahrain,maldonado,lotus_f1,16,15,+1 Lap
2015,4,bahrain,stevens,manor,18,16,+2 Laps
2015,4,bahrain,merhi,manor,19,17,+3 Laps
2015,4,bahrain,max_verstappen,toro_rosso,15,18,Electrical
2015,4,bahrain,sainz,toro_rosso,9,19,Engine
